n,t,p
2899,149591,932.46
2900,149642,932.42
2901,149694,932.43
2902,149745,932.46
2903,149796,932.41
2904,149848,932.42
2905,149899,932.49
2906,149951,932.45
2907,150002,932.45
2908,150053,932.43
2909,150105,932.41
2910,150157,932.45
2911,150208,932.42
2912,150259,932.44
2913,150310,932.41
2914,150363,932.46
2915,150414,932.45
2916,150465,932.44
2917,150516,932.46
2918,150572,932.47
2919,150624,932.46
2920,150675,932.43
2921,150729,932.49
2922,150780,932.38
2923,150832,932.42
2924,150882,932.38
2925,150931,932.45
2926,150981,932.42
2927,151030,932.45
2928,151081,932.43
2929,151130,932.40
2930,151182,932.41
2931,151232,932.45
2932,151281,932.36
2933,151330,932.41
2934,151382,932.43
2935,151433,932.40
2936,151483,932.42
2937,151532,932.46
2938,151581,932.43
2939,151630,932.42
2940,151681,932.43
2941,151731,932.40
2942,151780,932.43
2943,151830,932.41
2944,151879,932.43
2945,151930,932.47
2946,151983,932.45
2947,152035,932.44
2948,152089,932.42
2949,152139,932.42
2950,152188,932.43
2951,152237,932.43
2952,152286,932.43
2953,152335,932.41
2954,152384,932.44
2955,152433,932.43
2956,152481,932.44
2957,152530,932.44
2958,152580,932.46
2959,152628,932.41
2960,152677,932.43
2961,152726,932.45
2962,152775,932.43
2963,152824,932.43
2964,152872,932.34
2965,152922,932.44
2966,152971,932.44
2967,153019,932.43
2968,153068,932.33
2969,153117,932.42
2970,153166,932.42
2971,153216,932.42
2972,153264,932.44
2973,153313,932.46
2974,153366,932.43
2975,153420,932.42
2976,153472,932.42
2977,153523,932.43
2978,153574,932.43
2979,153626,932.44
2980,153677,932.38
2981,153729,932.40
2982,153781,932.43
2983,153832,932.40
2984,153884,932.38
2985,153935,932.45
2986,153987,932.44
2987,154039,932.48
2988,154090,932.44
2989,154141,932.45
2990,154193,932.43
2991,154245,932.46
2992,154296,932.37
2993,154348,932.46
2994,154399,932.49
2995,154451,932.39
2996,154503,932.40
2997,154554,932.43
2998,154605,932.37
2999,154657,932.46
3000,154708,932.38
3001,154760,932.46
3002,154818,932.40
3003,154869,932.40
3004,154919,932.44
3005,154970,932.49
3006,155019,932.45
3007,155070,932.44
3008,155119,932.47
3009,155169,932.48
3010,155218,932.46
3011,155271,932.46
3012,155321,932.43
3013,155370,932.46
3014,155418,932.41
3015,155470,932.41
3016,155522,932.42
3017,155573,932.43
3018,155621,932.38
3019,155670,932.45
3020,155719,932.36
3021,155769,932.42
3022,155820,932.46
3023,155869,932.37
3024,155920,932.42
3025,155969,932.43
3026,156019,932.46
3027,156068,932.48
3028,156120,932.42
3029,156174,932.41
3030,156228,932.40
3031,156278,932.40
3032,156327,932.39
3033,156377,932.48
3034,156426,932.46
3035,156474,932.43
3036,156523,932.44
3037,156572,932.48
3038,156621,932.44
3039,156670,932.39
3040,156720,932.37
3041,156769,932.39
3042,156818,932.39
3043,156866,932.45
3044,156915,932.36
3045,156964,932.36
3046,157014,932.39
3047,157063,932.41
3048,157112,932.36
3049,157161,932.40
3050,157210,932.45
3051,157259,932.36
3052,157307,932.36
3053,157357,932.45
3054,157406,932.44
3055,157455,932.44
3056,157508,932.42
3057,157558,932.37
3058,157614,932.42
3059,157665,932.47
3060,157716,932.44
3061,157768,932.36
3062,157819,932.36
3063,157872,932.43
3064,157922,932.40
3065,157971,932.35
3066,158022,932.37
3067,158073,932.38
3068,158126,932.39
3069,158176,932.38
3070,158226,932.35
3071,158277,932.39
3072,158326,932.39
3073,158375,932.40
3074,158425,932.48
3075,158474,932.36
3076,158522,932.36
3077,158571,932.42
3078,158620,932.48
3079,158669,932.47
3080,158718,932.46
3081,158768,932.44
3082,158817,932.38
3083,158870,932.39
3084,158920,932.39
3085,158969,932.37
3086,159023,932.39
3087,159074,932.38
3088,159125,932.37
3089,159176,932.41
3090,159227,932.39
3091,159279,932.38
3092,159330,932.36
3093,159382,932.39
3094,159433,932.38
3095,159484,932.44
3096,159537,932.39
3097,159588,932.41
3098,159639,932.39
3099,159690,932.39
3100,159742,932.39
3101,159794,932.48
3102,159845,932.41
3103,159896,932.36
3104,159948,932.35
3105,160000,932.38
3106,160051,932.38
3107,160103,932.38
3108,160154,932.37
3109,160205,932.39
3110,160261,932.40
3111,160312,932.39
3112,160364,932.41
3113,160415,932.39
3114,160471,932.41
3115,160523,932.45
3116,160574,932.45
3117,160626,932.43
3118,160677,932.40
3119,160730,932.36
3120,160781,932.39
3121,160833,932.39
3122,160884,932.41
3123,160935,932.39
3124,160988,932.40
3125,161039,932.38
3126,161091,932.39
3127,161142,932.42
3128,161195,932.36
3129,161246,932.40
3130,161298,932.38
3131,161349,932.42
3132,161400,932.40
3133,161453,932.42
3134,161505,932.41
3135,161556,932.39
3136,161608,932.40
3137,161662,932.43
3138,161713,932.37
3139,161764,932.41
3140,161815,932.38
3141,161867,932.46
3142,161922,932.42
3143,161974,932.40
3144,162025,932.35
3145,162077,932.36
3146,162128,932.40
3147,162180,932.42
3148,162232,932.52
3149,162283,932.42
3150,162335,932.42
3151,162386,932.46
3152,162439,932.41
3153,162490,932.39
3154,162542,932.40
3155,162593,932.41
3156,162646,932.48
3157,162697,932.37
3158,162749,932.33
3159,162800,932.39
3160,162852,932.37
3161,162904,932.38
3162,162955,932.38
3163,163007,932.36
3164,163061,932.39
3165,163112,932.35
3166,163164,932.43
3167,163216,932.38
3168,163267,932.37
3169,163318,932.40
3170,163374,932.38
3171,163425,932.37
3172,163475,932.38
3173,163525,932.36
3174,163576,932.39
3175,163628,932.46
3176,163678,932.46
3177,163729,932.47
3178,163780,932.39
3179,163831,932.43
3180,163883,932.42
3181,163932,932.38
3182,163981,932.39
3183,164030,932.38
3184,164079,932.37
3185,164128,932.38
3186,164176,932.37
3187,164226,932.38
3188,164275,932.39
3189,164324,932.39
3190,164373,932.47
3191,164424,932.44
3192,164475,932.40
3193,164527,932.45
3194,164576,932.43
3195,164626,932.38
3196,164678,932.37
3197,164729,932.37
3198,164780,932.42
3199,164833,932.40
3200,164884,932.38
3201,164936,932.38
3202,164987,932.38
3203,165039,932.40
3204,165091,932.38
3205,165142,932.39
3206,165194,932.37
3207,165245,932.39
3208,165297,932.38
3209,165348,932.39
3210,165400,932.40
3211,165451,932.37
3212,165502,932.36
3213,165555,932.44
3214,165606,932.39
3215,165658,932.38
3216,165709,932.43
3217,165761,932.42
3218,165815,932.41
3219,165866,932.47
3220,165917,932.38
3221,165968,932.42
3222,166021,932.38
3223,166072,932.40
3224,166123,932.38
3225,166174,932.39
3226,166225,932.39
3227,166282,932.39
3228,166333,932.40
3229,166385,932.42
3230,166436,932.41
3231,166489,932.39
3232,166540,932.36
3233,166591,932.38
3234,166643,932.43
3235,166695,932.40
3236,166747,932.40
3237,166799,932.42
3238,166850,932.39
3239,166902,932.38
3240,166953,932.37
3241,167005,932.39
3242,167057,932.39
3243,167109,932.43
3244,167160,932.39
3245,167205,932.34
3246,167258,932.37
3247,167309,932.38
3248,167361,932.39
3249,167412,932.38
3250,167462,932.43
3251,167514,932.35
3252,167566,932.40
3253,167617,932.42
3254,167668,932.35
3255,167724,932.39
3256,167775,932.38
3257,167827,932.46
3258,167878,932.39
3259,167930,932.42
3260,167982,932.39
3261,168034,932.41
3262,168085,932.38
3263,168137,932.41
3264,168188,932.49
3265,168241,932.45
3266,168292,932.41
3267,168344,932.47
3268,168395,932.43
3269,168448,932.39
3270,168500,932.39
3271,168554,932.38
3272,168604,932.40
3273,168655,932.38
3274,168707,932.43
3275,168759,932.42
3276,168810,932.40
3277,168862,932.42
3278,168913,932.47
3279,168965,932.39
3280,169017,932.35
3281,169068,932.40
3282,169119,932.38
3283,169175,932.35
3284,169227,932.40
3285,169278,932.40
3286,169328,932.42
3287,169379,932.38
3288,169431,932.38
3289,169483,932.36
3290,169534,932.37
3291,169585,932.39
3292,169637,932.35
3293,169689,932.42
3294,169741,932.34
3295,169792,932.35
3296,169843,932.34
3297,169894,932.35
3298,169950,932.37
3299,170002,932.36
3300,170053,932.37
3301,170105,932.35
3302,170157,932.38
3303,170208,932.36
3304,170260,932.42
3305,170311,932.41
3306,170363,932.41
3307,170415,932.33
3308,170467,932.44
3309,170518,932.38
3310,170570,932.36
3311,170626,932.46
3312,170677,932.38
3313,170728,932.37
3314,170779,932.37
3315,170830,932.36
3316,170882,932.39
3317,170933,932.33
3318,170984,932.33
3319,171036,932.43
3320,171087,932.36
3321,171139,932.38
3322,171190,932.42
3323,171242,932.34
3324,171293,932.34
3325,171348,932.34
3326,171400,932.35
3327,171451,932.36
3328,171502,932.36
3329,171553,932.42
3330,171606,932.36
3331,171657,932.35
3332,171708,932.45
3333,171760,932.33
3334,171811,932.40
3335,171863,932.40
3336,171914,932.43
3337,171966,932.37
3338,172017,932.40
3339,172072,932.37
3340,172125,932.36
3341,172176,932.35
3342,172226,932.31
3343,172277,932.43
3344,172328,932.41
3345,172381,932.38
3346,172432,932.40
3347,172483,932.39
3348,172534,932.43
3349,172587,932.39
3350,172638,932.46
3351,172689,932.46
3352,172744,932.39
3353,172795,932.45
3354,172848,932.48
3355,172899,932.49
3356,172951,932.38
3357,173002,932.45
3358,173054,932.41
3359,173106,932.38
3360,173157,932.39
3361,173209,932.48
3362,173261,932.36
3363,173313,932.42
3364,173365,932.44
3365,173416,932.39
3366,173468,932.42
3367,173522,932.40
3368,173575,932.41
3369,173626,932.40
3370,173677,932.39
3371,173727,932.38
3372,173779,932.45
3373,173831,932.39
3374,173882,932.40
3375,173934,932.40
3376,173985,932.45
3377,174036,932.39
3378,174089,932.40
3379,174143,932.36
3380,174194,932.40
3381,174245,932.45
3382,174297,932.40
3383,174348,932.42
3384,174399,932.42
3385,174449,932.45
3386,174500,932.43
3387,174553,932.43
3388,174604,932.36
3389,174653,932.36
3390,174702,932.38
3391,174751,932.36
3392,174799,932.47
3393,174849,932.38
3394,174898,932.40
3395,174951,932.39
3396,175002,932.39
3397,175053,932.40
3398,175105,932.38
3399,175156,932.36
3400,175208,932.43
3401,175259,932.45
3402,175310,932.40
3403,175362,932.48
3404,175414,932.42
3405,175465,932.39
3406,175518,932.43
3407,175570,932.43
3408,175622,932.43
3409,175673,932.41
3410,175724,932.39
3411,175776,932.38
3412,175827,932.37
3413,175879,932.40
3414,175930,932.39
3415,175981,932.39
3416,176032,932.50
3417,176083,932.38
3418,176135,932.40
3419,176187,932.42
3420,176238,932.38
3421,176289,932.40
3422,176340,932.48
3423,176392,932.45
3424,176447,932.42
3425,176498,932.41
3426,176549,932.40
3427,176602,932.42
3428,176653,932.41
3429,176704,932.39
3430,176755,932.39
3431,176806,932.41
3432,176858,932.40
3433,176913,932.41
3434,176964,932.40
3435,177016,932.41
3436,177068,932.38
3437,177119,932.43
3438,177170,932.45
3439,177222,932.37
3440,177273,932.43
3441,177325,932.39
3442,177377,932.39
3443,177428,932.44
3444,177480,932.36
3445,177531,932.39
3446,177583,932.41
3447,177634,932.41
3448,177686,932.40
3449,177737,932.38
3450,177789,932.40
3451,177841,932.40
3452,177896,932.39
3453,177947,932.40
3454,177999,932.40
3455,178051,932.39
3456,178103,932.40
3457,178155,932.41
3458,178206,932.44
3459,178258,932.42
3460,178313,932.40
3461,178365,932.39
3462,178416,932.42
3463,178468,932.43
3464,178520,932.42
3465,178572,932.45
3466,178624,932.39
3467,178675,932.42
3468,178727,932.40
3469,178779,932.41
3470,178831,932.45
3471,178882,932.47
3472,178934,932.45
3473,178985,932.41
3474,179038,932.44
3475,179090,932.42
3476,179141,932.42
3477,179192,932.45
3478,179245,932.37
3479,179296,932.39
3480,179351,932.40
3481,179403,932.41
3482,179456,932.42
3483,179507,932.44
3484,179559,932.41
3485,179610,932.41
3486,179661,932.39
3487,179717,932.39
3488,179769,932.42
3489,179820,932.40
3490,179872,932.42
3491,179924,932.39
3492,179976,932.40
3493,180027,932.45
3494,180079,932.42
3495,180131,932.40
3496,180183,932.46
3497,180235,932.42
3498,180287,932.41
3499,180338,932.43
3500,180389,932.41
3501,180442,932.41
3502,180493,932.41
3503,180545,932.41
3504,180597,932.44
3505,180648,932.41
3506,180701,932.42
3507,180752,932.41
3508,180807,932.45
3509,180859,932.46
3510,180911,932.42
3511,180963,932.47
3512,181014,932.46
3513,181066,932.42
3514,181122,932.51
3515,181173,932.51
3516,181224,932.43
3517,181276,932.44
3518,181327,932.45
3519,181380,932.40
3520,181431,932.43
3521,181483,932.40
3522,181535,932.50
3523,181586,932.40
3524,181638,932.39
3525,181690,932.39
3526,181741,932.39
3527,181793,932.40
3528,181846,932.39
3529,181897,932.42
3530,181949,932.42
3531,182000,932.44
3532,182051,932.48
3533,182104,932.41
3534,182155,932.40
3535,182207,932.42
3536,182261,932.51
3537,182312,932.42
3538,182365,932.45
3539,182416,932.40
3540,182468,932.40
3541,182522,932.46
3542,182574,932.42
3543,182625,932.45
3544,182676,932.39
3545,182727,932.48
3546,182779,932.42
3547,182831,932.46
3548,182882,932.40
3549,182934,932.39
3550,182985,932.40
3551,183037,932.41
3552,183089,932.41
3553,183141,932.45
3554,183192,932.45
3555,183243,932.42
3556,183296,932.43
3557,183347,932.42
3558,183398,932.42
3559,183450,932.43
3560,183501,932.40
3561,183554,932.42
3562,183605,932.45
3563,183656,932.43
3564,183711,932.41
3565,183763,932.41
3566,183815,932.37
3567,183867,932.42
3568,183922,932.42
3569,183973,932.43
3570,184026,932.45
3571,184077,932.52
3572,184129,932.40
3573,184180,932.46
3574,184232,932.44
3575,184285,932.44
3576,184336,932.42
3577,184388,932.40
3578,184439,932.41
3579,184491,932.45
3580,184543,932.42
3581,184594,932.43
3582,184646,932.38
3583,184698,932.43
3584,184750,932.50
3585,184802,932.41
3586,184853,932.45
3587,184904,932.43
3588,184956,932.45
3589,185008,932.44
3590,185060,932.45
3591,185112,932.45
3592,185167,932.45
3593,185219,932.46
3594,185271,932.43
3595,185325,932.52
3596,185376,932.42
3597,185428,932.40
3598,185480,932.42
3599,185531,932.38
3600,185582,932.39
3601,185633,932.43
3602,185684,932.48
3603,185736,932.45
3604,185788,932.41
3605,185839,932.48
3606,185890,932.48
3607,185942,932.42
3608,185994,932.52
3609,186045,932.42
3610,186096,932.46
3611,186147,932.45
3612,186199,932.45
3613,186251,932.43
3614,186302,932.44
3615,186353,932.43
3616,186405,932.48
3617,186457,932.40
3618,186508,932.45
3619,186559,932.43
3620,186614,932.42
3621,186665,932.44
3622,186730,932.43
3623,186781,932.41
3624,186833,932.41
3625,186885,932.44
3626,186936,932.40
3627,186988,932.43
3628,187039,932.42
3629,187091,932.45
3630,187143,932.43
3631,187194,932.39
3632,187246,932.40
3633,187297,932.41
3634,187348,932.40
3635,187401,932.38
3636,187452,932.40
3637,187504,932.49
3638,187555,932.51
3639,187607,932.45
3640,187659,932.42
3641,187710,932.49
3642,187761,932.48
3643,187813,932.43
3644,187865,932.42
3645,187917,932.42
3646,187968,932.43
3647,188024,932.42
3648,188076,932.44
3649,188131,932.42
3650,188181,932.43
3651,188232,932.45
3652,188283,932.43
3653,188336,932.43
3654,188387,932.46
3655,188438,932.41
3656,188490,932.45
3657,188541,932.43
3658,188593,932.41
3659,188644,932.41
3660,188696,932.45
3661,188747,932.45
3662,188800,932.40
3663,188851,932.41
3664,188902,932.43
3665,188953,932.40
3666,189005,932.40
3667,189057,932.40
3668,189108,932.38
3669,189160,932.39
3670,189211,932.44
3671,189262,932.40
3672,189315,932.42
3673,189366,932.43
3674,189417,932.40
3675,189473,932.42
3676,189529,932.43
3677,189581,932.41
3678,189632,932.40
3679,189683,932.38
3680,189735,932.48
3681,189787,932.43
3682,189839,932.40
3683,189890,932.40
3684,189942,932.43
3685,189995,932.41
3686,190046,932.41
3687,190098,932.41
3688,190149,932.45
3689,190200,932.42
3690,190253,932.41
3691,190304,932.40
3692,190356,932.43
3693,190408,932.48
3694,190459,932.42
3695,190512,932.51
3696,190563,932.43
3697,190614,932.45
3698,190666,932.44
3699,190718,932.42
3700,190770,932.40
3701,190822,932.41
3702,190873,932.42
3703,190932,932.42
3704,190983,932.41
3705,191032,932.40
3706,191082,932.43
3707,191130,932.43
3708,191180,932.41
3709,191230,932.42
3710,191280,932.45
3711,191329,932.40
3712,191380,932.43
3713,191428,932.43
3714,191477,932.44
3715,191526,932.43
3716,191577,932.45
3717,191626,932.43
3718,191675,932.47
3719,191725,932.39
3720,191774,932.45
3721,191823,932.45
3722,191875,932.40
3723,191923,932.39
3724,191973,932.43
3725,192024,932.41
3726,192072,932.41
3727,192121,932.42
3728,192174,932.41
3729,192223,932.43
3730,192280,932.45
3731,192332,932.45
3732,192384,932.43
3733,192436,932.46
3734,192487,932.45
3735,192538,932.46
3736,192590,932.43
3737,192642,932.41
3738,192693,932.48
3739,192745,932.54
3740,192796,932.46
3741,192847,932.46
3742,192900,932.41
3743,192951,932.39
3744,193002,932.41
3745,193054,932.45
3746,193105,932.45
3747,193157,932.45
3748,193209,932.44
3749,193260,932.43
3750,193312,932.42
3751,193363,932.43
3752,193415,932.46
3753,193466,932.45
3754,193518,932.42
3755,193569,932.42
3756,193622,932.44
3757,193667,932.42
3758,193718,932.46
3759,193773,932.45
3760,193824,932.45
3761,193874,932.45
3762,193925,932.44
3763,193974,932.41
3764,194025,932.44
3765,194074,932.42
3766,194125,932.44
3767,194173,932.44
3768,194226,932.43
3769,194276,932.45
3770,194325,932.43
3771,194374,932.46
3772,194426,932.44
3773,194478,932.40
3774,194528,932.38
3775,194577,932.47
3776,194626,932.46
3777,194675,932.43
3778,194724,932.39
3779,194776,932.40
3780,194825,932.39
3781,194876,932.38
3782,194924,932.42
3783,194981,932.40
3784,195033,932.44
3785,195082,932.44
3786,195133,932.43
3787,195188,932.43
3788,195240,932.42
3789,195292,932.38
3790,195343,932.45
3791,195395,932.42
3792,195446,932.41
3793,195497,932.45
3794,195550,932.42
3795,195601,932.43
3796,195653,932.42
3797,195704,932.39
3798,195756,932.41
3799,195807,932.43
3800,195859,932.45
3801,195910,932.44
3802,195961,932.42
3803,196014,932.45
3804,196065,932.43
3805,196117,932.46
3806,196168,932.42
3807,196219,932.40
3808,196272,932.42
3809,196323,932.42
3810,196377,932.43
3811,196429,932.45
3812,196481,932.42
3813,196532,932.38
3814,196583,932.40
3815,196637,932.40
3816,196688,932.41
3817,196741,932.42
3818,196792,932.39
3819,196843,932.41
3820,196894,932.41
3821,196946,932.44
3822,196998,932.45
3823,197049,932.45
3824,197100,932.34
3825,197151,932.41
3826,197203,932.39
3827,197255,932.40
3828,197306,932.41
3829,197357,932.41
3830,197409,932.42
3831,197460,932.38
3832,197512,932.42
3833,197563,932.43
3834,197614,932.38
3835,197666,932.39
3836,197718,932.44
3837,197772,932.43
3838,197823,932.44
3839,197874,932.41
3840,197925,932.42
3841,197977,932.47
3842,198029,932.43
3843,198084,932.42
3844,198135,932.44
3845,198187,932.41
3846,198238,932.42
3847,198289,932.37
3848,198341,932.45
3849,198392,932.40
3850,198444,932.40
3851,198495,932.47
3852,198547,932.42
3853,198598,932.39
3854,198649,932.41
3855,198701,932.43
3856,198752,932.45
3857,198803,932.40
3858,198855,932.37
3859,198906,932.36
3860,198958,932.40
3861,199009,932.42
3862,199061,932.38
3863,199112,932.38
3864,199166,932.42
3865,199219,932.42
3866,199270,932.34
3867,199322,932.43
3868,199373,932.40
3869,199426,932.45
3870,199477,932.41
3871,199532,932.38
3872,199584,932.39
3873,199635,932.41
3874,199687,932.42
3875,199737,932.45
3876,199789,932.43
3877,199840,932.42
3878,199891,932.45
3879,199944,932.45
3880,199995,932.44
3881,200046,932.43
3882,200098,932.46
3883,200150,932.40
3884,200201,932.39
3885,200253,932.43
3886,200304,932.42
3887,200355,932.42
3888,200408,932.42
3889,200459,932.45
3890,200511,932.44
3891,200565,932.41
3892,200616,932.46
3893,200668,932.46
3894,200719,932.41
3895,200771,932.44
3896,200822,932.45
3897,200873,932.41
3898,200926,932.45
3899,200980,932.46
3900,201032,932.36
3901,201083,932.43
3902,201134,932.40
3903,201185,932.43
3904,201236,932.43
3905,201288,932.45
3906,201339,932.43
3907,201391,932.42
3908,201442,932.45
3909,201493,932.47
3910,201545,932.42
3911,201596,932.39
3912,201648,932.44
3913,201699,932.44
3914,201751,932.45
3915,201802,932.46
3916,201853,932.44
3917,201905,932.45
3918,201960,932.43
3919,202011,932.42
3920,202062,932.45
3921,202115,932.42
3922,202166,932.41
3923,202218,932.45
3924,202269,932.45
3925,202320,932.46
3926,202373,932.41
3927,202428,932.39
3928,202479,932.41
3929,202531,932.43
3930,202582,932.46
3931,202632,932.39
3932,202684,932.47
3933,202735,932.44
3934,202786,932.44
3935,202838,932.45
3936,202889,932.47
3937,202941,932.43
3938,202992,932.34
3939,203043,932.41
3940,203095,932.44
3941,203147,932.45
3942,203198,932.46
3943,203249,932.42
3944,203300,932.38
3945,203356,932.44
3946,203407,932.46
3947,203458,932.44
3948,203509,932.45
3949,203560,932.43
3950,203613,932.42
3951,203664,932.46
3952,203715,932.42
3953,203766,932.43
3954,203819,932.42
3955,203873,932.47
3956,203925,932.46
3957,203976,932.45
3958,204026,932.46
3959,204078,932.43
3960,204129,932.42
3961,204181,932.44
3962,204232,932.45
3963,204283,932.44
3964,204335,932.45
3965,204386,932.41
3966,204438,932.37
3967,204489,932.39
3968,204540,932.38
3969,204592,932.37
3970,204643,932.43
3971,204695,932.43
3972,204749,932.36
3973,204801,932.40
3974,204853,932.41
3975,204904,932.43
3976,204956,932.42
3977,205007,932.37
3978,205060,932.42
3979,205111,932.44
3980,205162,932.45
3981,205214,932.42
3982,205265,932.43
3983,205321,932.45
3984,205372,932.44
3985,205424,932.44
3986,205474,932.43
3987,205526,932.44
3988,205577,932.46
3989,205628,932.44
3990,205679,932.45
3991,205731,932.40
3992,205783,932.44
3993,205834,932.46
3994,205886,932.46
3995,205937,932.41
3996,205988,932.43
3997,206040,932.43
3998,206092,932.41
3999,206146,932.45
4000,206197,932.43
4001,206248,932.37
4002,206300,932.43
4003,206352,932.40
4004,206403,932.40
4005,206454,932.45
4006,206507,932.46
4007,206558,932.47
4008,206609,932.43
4009,206660,932.46
4010,206712,932.41
4011,206767,932.43
4012,206819,932.44
4013,206870,932.32
4014,206920,932.40
4015,206971,932.43
4016,207024,932.38
4017,207075,932.38
4018,207126,932.41
4019,207178,932.42
4020,207229,932.39
4021,207282,932.44
4022,207333,932.39
4023,207385,932.37
4024,207436,932.40
4025,207488,932.43
4026,207543,932.37
4027,207594,932.42
4028,207645,932.41
4029,207697,932.43
4030,207749,932.45
4031,207800,932.41
4032,207851,932.42
4033,207903,932.39
4034,207954,932.41
4035,208006,932.42
4036,208057,932.36
4037,208109,932.40
4038,208160,932.44
4039,208215,932.38
4040,208266,932.43
4041,208316,932.39
4042,208366,932.45
4043,208417,932.47
4044,208468,932.45
4045,208520,932.45
4046,208571,932.45
4047,208621,932.42
4048,208670,932.43
4049,208719,932.42
4050,208768,932.42
4051,208817,932.43
4052,208866,932.44
4053,208919,932.45
4054,208970,932.42
4055,209022,932.42
4056,209073,932.42
4057,209123,932.43
4058,209174,932.38
4059,209226,932.43
4060,209277,932.45
4061,209330,932.44
4062,209379,932.44
4063,209429,932.43
4064,209480,932.35
4065,209532,932.36
4066,209582,932.42
4067,209632,932.44
4068,209687,932.42
4069,209738,932.38
4070,209790,932.44
4071,209842,932.45
4072,209893,932.47
4073,209945,932.47
4074,209996,932.45
4075,210048,932.47
4076,210100,932.43
4077,210151,932.43
4078,210203,932.46
4079,210254,932.46
4080,210309,932.48
4081,210360,932.45
4082,210410,932.44
4083,210462,932.45
4084,210513,932.42
4085,210566,932.43
4086,210617,932.42
4087,210669,932.38
4088,210720,932.42
4089,210771,932.41
4090,210823,932.45
4091,210875,932.44
4092,210926,932.41
4093,210978,932.45
4094,211030,932.41
4095,211081,932.46
4096,211136,932.41
4097,211187,932.44
4098,211239,932.43
4099,211291,932.38
4100,211343,932.46
4101,211394,932.38
4102,211445,932.40
4103,211497,932.44
4104,211549,932.45
4105,211600,932.44
4106,211651,932.46
4107,211706,932.43
4108,211758,932.43
4109,211809,932.47
4110,211861,932.45
4111,211912,932.42
4112,211963,932.42
4113,212016,932.41
4114,212067,932.46
4115,212119,932.46
4116,212170,932.44
4117,212221,932.44
4118,212274,932.44
4119,212325,932.41
4120,212376,932.46
4121,212428,932.47
4122,212480,932.37
4123,212532,932.40
4124,212587,932.40
4125,212638,932.39
4126,212690,932.38
4127,212742,932.41
4128,212794,932.47
4129,212845,932.46
4130,212897,932.44
4131,212948,932.51
4132,213001,932.41
4133,213053,932.41
4134,213107,932.43
4135,213159,932.43
4136,213211,932.47
4137,213262,932.40
4138,213314,932.43
4139,213366,932.44
4140,213417,932.46
4141,213470,932.45
4142,213521,932.38
4143,213573,932.42
4144,213624,932.36
4145,213677,932.43
4146,213728,932.38
4147,213780,932.46
4148,213832,932.41
4149,213883,932.38
4150,213936,932.43
4151,213987,932.44
4152,214042,932.45
4153,214094,932.44
4154,214146,932.44
4155,214198,932.46
4156,214250,932.35
4157,214301,932.40
4158,214353,932.38
4159,214405,932.45
4160,214457,932.45
4161,214511,932.40
4162,214563,932.42
4163,214616,932.45
4164,214667,932.42
4165,214719,932.38
4166,214770,932.45
4167,214821,932.40
4168,214874,932.45
4169,214925,932.41
4170,214977,932.42
4171,215029,932.44
4172,215080,932.38
4173,215133,932.43
4174,215184,932.46
4175,215236,932.46
4176,215287,932.42
4177,215340,932.47
4178,215392,932.43
4179,215443,932.38
4180,215498,932.44
4181,215550,932.40
4182,215603,932.41
4183,215654,932.45
4184,215705,932.48
4185,215757,932.46
4186,215810,932.38
4187,215861,932.42
4188,215916,932.45
4189,215968,932.42
4190,216019,932.47
4191,216071,932.50
4192,216123,932.38
4193,216175,932.45
4194,216226,932.48
4195,216279,932.47
4196,216331,932.42
4197,216382,932.49
4198,216434,932.50
4199,216485,932.44
4200,216538,932.44
4201,216589,932.48
4202,216641,932.47
4203,216693,932.47
4204,216744,932.50
4205,216797,932.46
4206,216849,932.47
4207,216900,932.46
4208,216955,932.42
4209,217008,932.47
4210,217060,932.46
4211,217111,932.46
4212,217163,932.49
4213,217216,932.47
4214,217267,932.38
4215,217322,932.36
4216,217374,932.43
4217,217425,932.47
4218,217478,932.43
4219,217530,932.46
4220,217581,932.45
4221,217633,932.39
4222,217684,932.40
4223,217737,932.41
4224,217789,932.46
4225,217840,932.44
4226,217892,932.48
4227,217945,932.42
4228,217996,932.44
4229,218048,932.47
4230,218099,932.45
4231,218151,932.44
4232,218204,932.49
4233,218255,932.48
4234,218307,932.46
4235,218359,932.45
4236,218415,932.44
4237,218467,932.41
4238,218518,932.43
4239,218570,932.43
4240,218621,932.49
4241,218674,932.38
4242,218729,932.46
4243,218780,932.43
4244,218831,932.44
4245,218884,932.38
4246,218935,932.43
4247,218986,932.39
4248,219038,932.45
4249,219089,932.40
4250,219141,932.45
4251,219193,932.37
4252,219244,932.46
4253,219295,932.45
4254,219347,932.43
4255,219399,932.40
4256,219450,932.39
4257,219502,932.41
4258,219553,932.43
4259,219604,932.44
4260,219657,932.45
4261,219708,932.37
4262,219759,932.42
4263,219810,932.45
4264,219866,932.43
4265,219918,932.45
4266,219969,932.47
4267,220021,932.43
4268,220072,932.46
4269,220118,932.45
4270,220169,932.38
4271,220221,932.38
4272,220272,932.39
4273,220323,932.43
4274,220375,932.45
4275,220425,932.41
4276,220477,932.39
4277,220528,932.43
4278,220579,932.43
4279,220631,932.38
4280,220681,932.42
4281,220731,932.38
4282,220782,932.40
4283,220834,932.42
4284,220884,932.42
4285,220935,932.44
4286,220986,932.41
4287,221037,932.39
4288,221089,932.36
4289,221140,932.38
4290,221193,932.40
4291,221244,932.40
4292,221299,932.43
4293,221350,932.42
4294,221402,932.46
4295,221457,932.41
4296,221508,932.41
4297,221558,932.45
