n,t,p
7096,366001,932.39
7097,366052,932.38
7098,366106,932.34
7099,366158,932.36
7100,366210,932.36
7101,366260,932.35
7102,366310,932.28
7103,366359,932.41
7104,366410,932.35
7105,366459,932.36
7106,366510,932.35
7107,366559,932.35
7108,366610,932.33
7109,366661,932.33
7110,366710,932.33
7111,366759,932.36
7112,366811,932.31
7113,366862,932.33
7114,366912,932.34
7115,366961,932.32
7116,367010,932.32
7117,367059,932.37
7118,367110,932.29
7119,367160,932.29
7120,367209,932.27
7121,367260,932.36
7122,367309,932.27
7123,367360,932.36
7124,367414,932.38
7125,367468,932.34
7126,367520,932.36
7127,367571,932.35
7128,367622,932.34
7129,367672,932.33
7130,367721,932.33
7131,367772,932.38
7132,367821,932.38
7133,367872,932.35
7134,367921,932.37
7135,367973,932.34
7136,368023,932.37
7137,368072,932.36
7138,368121,932.37
7139,368173,932.36
7140,368224,932.38
7141,368275,932.31
7142,368323,932.33
7143,368373,932.40
7144,368421,932.35
7145,368472,932.36
7146,368522,932.34
7147,368571,932.37
7148,368622,932.34
7149,368671,932.31
7150,368722,932.34
7151,368772,932.39
7152,368832,932.34
7153,368883,932.37
7154,368935,932.35
7155,368987,932.33
7156,369039,932.36
7157,369090,932.34
7158,369142,932.33
7159,369193,932.32
7160,369246,932.35
7161,369297,932.33
7162,369349,932.31
7163,369400,932.34
7164,369453,932.30
7165,369504,932.30
7166,369556,932.34
7167,369607,932.33
7168,369659,932.31
7169,369711,932.35
7170,369763,932.33
7171,369814,932.36
7172,369866,932.33
7173,369917,932.32
7174,369970,932.37
7175,370021,932.33
7176,370073,932.36
7177,370124,932.31
7178,370177,932.34
7179,370231,932.31
7180,370286,932.36
7181,370338,932.34
7182,370390,932.32
7183,370440,932.31
7184,370490,932.33
7185,370539,932.36
7186,370590,932.35
7187,370639,932.34
7188,370690,932.35
7189,370739,932.31
7190,370791,932.33
7191,370841,932.37
7192,370890,932.31
7193,370939,932.40
7194,370991,932.31
7195,371043,932.37
7196,371093,932.31
7197,371142,932.26
7198,371191,932.37
7199,371240,932.32
7200,371291,932.30
7201,371341,932.32
7202,371390,932.35
7203,371441,932.38
7204,371490,932.41
7205,371540,932.38
7206,371595,932.29
7207,371644,932.38
7208,371698,932.30
7209,371749,932.29
7210,371802,932.36
7211,371853,932.38
7212,371905,932.32
7213,371955,932.34
7214,372006,932.30
7215,372058,932.36
7216,372110,932.36
7217,372161,932.36
7218,372212,932.29
7219,372264,932.31
7220,372316,932.28
7221,372368,932.34
7222,372419,932.33
7223,372470,932.36
7224,372523,932.42
7225,372574,932.37
7226,372625,932.35
7227,372677,932.44
7228,372728,932.32
7229,372781,932.36
7230,372832,932.40
7231,372883,932.36
7232,372935,932.36
7233,372989,932.30
7234,373042,932.36
7235,373093,932.34
7236,373148,932.35
7237,373200,932.37
7238,373253,932.36
7239,373304,932.34
7240,373356,932.32
7241,373407,932.36
7242,373459,932.35
7243,373511,932.40
7244,373563,932.29
7245,373615,932.34
7246,373666,932.31
7247,373718,932.35
7248,373770,932.32
7249,373821,932.34
7250,373873,932.26
7251,373925,932.35
7252,373977,932.36
7253,374029,932.36
7254,374080,932.35
7255,374132,932.37
7256,374183,932.38
7257,374236,932.37
7258,374287,932.40
7259,374339,932.38
7260,374394,932.37
7261,374445,932.39
7262,374495,932.35
7263,374546,932.36
7264,374601,932.34
7265,374652,932.34
7266,374704,932.31
7267,374756,932.33
7268,374807,932.35
7269,374858,932.37
7270,374910,932.38
7271,374962,932.35
7272,375013,932.31
7273,375064,932.38
7274,375115,932.33
7275,375168,932.38
7276,375219,932.38
7277,375270,932.35
7278,375321,932.32
7279,375373,932.32
7280,375425,932.38
7281,375476,932.36
7282,375527,932.38
7283,375579,932.42
7284,375630,932.36
7285,375682,932.38
7286,375733,932.34
7287,375788,932.33
7288,375839,932.37
7289,375890,932.34
7290,375942,932.38
7291,375993,932.32
7292,376048,932.29
7293,376099,932.35
7294,376151,932.34
7295,376201,932.36
7296,376252,932.33
7297,376303,932.33
7298,376354,932.38
7299,376406,932.36
7300,376458,932.35
7301,376507,932.33
7302,376557,932.42
7303,376608,932.37
7304,376660,932.32
7305,376710,932.41
7306,376760,932.38
7307,376811,932.40
7308,376863,932.37
7309,376914,932.34
7310,376966,932.38
7311,377017,932.37
7312,377069,932.37
7313,377120,932.39
7314,377175,932.35
7315,377225,932.34
7316,377276,932.35
7317,377327,932.35
7318,377379,932.38
7319,377431,932.35
7320,377486,932.33
7321,377537,932.35
7322,377588,932.35
7323,377640,932.37
7324,377693,932.38
7325,377744,932.38
7326,377795,932.34
7327,377847,932.36
7328,377899,932.32
7329,377951,932.37
7330,378002,932.37
7331,378054,932.35
7332,378105,932.41
7333,378158,932.35
7334,378209,932.35
7335,378260,932.36
7336,378312,932.35
7337,378363,932.33
7338,378416,932.33
7339,378467,932.32
7340,378519,932.35
7341,378564,932.31
7342,378615,932.40
7343,378667,932.35
7344,378719,932.37
7345,378770,932.30
7346,378820,932.31
7347,378871,932.35
7348,378924,932.32
7349,378979,932.36
7350,379030,932.36
7351,379081,932.37
7352,379132,932.37
7353,379185,932.39
7354,379236,932.38
7355,379287,932.33
7356,379339,932.35
7357,379390,932.34
7358,379442,932.40
7359,379493,932.39
7360,379545,932.31
7361,379596,932.39
7362,379648,932.38
7363,379700,932.33
7364,379751,932.36
7365,379802,932.35
7366,379853,932.30
7367,379909,932.32
7368,379960,932.32
7369,380012,932.34
7370,380063,932.35
7371,380115,932.32
7372,380167,932.33
7373,380218,932.36
7374,380270,932.40
7375,380321,932.34
7376,380374,932.37
7377,380428,932.36
7378,380480,932.33
7379,380531,932.35
7380,380583,932.33
7381,380635,932.29
7382,380687,932.34
7383,380738,932.38
7384,380790,932.31
7385,380841,932.33
7386,380894,932.31
7387,380945,932.31
7388,380997,932.35
7389,381048,932.36
7390,381100,932.34
7391,381152,932.32
7392,381203,932.32
7393,381255,932.33
7394,381309,932.29
7395,381360,932.27
7396,381411,932.36
7397,381462,932.35
7398,381514,932.34
7399,381565,932.31
7400,381618,932.36
7401,381669,932.35
7402,381720,932.36
7403,381772,932.33
7404,381824,932.31
7405,381879,932.37
7406,381930,932.38
7407,381982,932.34
7408,382033,932.36
7409,382086,932.34
7410,382137,932.32
7411,382189,932.27
7412,382240,932.32
7413,382291,932.33
7414,382344,932.32
7415,382395,932.38
7416,382447,932.30
7417,382498,932.33
7418,382551,932.32
7419,382602,932.32
7420,382654,932.35
7421,382708,932.34
7422,382760,932.29
7423,382812,932.30
7424,382864,932.37
7425,382915,932.32
7426,382967,932.31
7427,383019,932.30
7428,383071,932.31
7429,383122,932.34
7430,383174,932.31
7431,383225,932.38
7432,383278,932.32
7433,383332,932.31
7434,383384,932.33
7435,383436,932.33
7436,383488,932.31
7437,383539,932.30
7438,383591,932.34
7439,383642,932.38
7440,383694,932.33
7441,383746,932.41
7442,383798,932.34
7443,383849,932.37
7444,383901,932.34
7445,383952,932.44
7446,384004,932.35
7447,384056,932.45
7448,384111,932.39
7449,384162,932.38
7450,384215,932.45
7451,384266,932.38
7452,384317,932.34
7453,384369,932.35
7454,384420,932.40
7455,384473,932.33
7456,384524,932.35
7457,384576,932.35
7458,384627,932.43
7459,384679,932.41
7460,384731,932.38
7461,384786,932.41
7462,384838,932.45
7463,384889,932.41
7464,384942,932.37
7465,384993,932.40
7466,385045,932.43
7467,385096,932.41
7468,385147,932.32
7469,385200,932.39
7470,385251,932.42
7471,385303,932.34
7472,385354,932.36
7473,385406,932.38
7474,385458,932.37
7475,385513,932.31
7476,385564,932.35
7477,385615,932.34
7478,385667,932.38
7479,385718,932.40
7480,385770,932.33
7481,385821,932.37
7482,385872,932.45
7483,385924,932.41
7484,385975,932.43
7485,386027,932.38
7486,386078,932.43
7487,386129,932.41
7488,386181,932.42
7489,386236,932.42
7490,386287,932.39
7491,386338,932.39
7492,386390,932.43
7493,386440,932.43
7494,386490,932.42
7495,386542,932.37
7496,386593,932.37
7497,386644,932.38
7498,386694,932.39
7499,386743,932.41
7500,386792,932.41
7501,386840,932.40
7502,386903,932.39
7503,386952,932.39
7504,387002,932.36
7505,387052,932.39
7506,387103,932.34
7507,387153,932.33
7508,387204,932.38
7509,387256,932.35
7510,387307,932.42
7511,387356,932.37
7512,387407,932.35
7513,387459,932.43
7514,387511,932.40
7515,387560,932.43
7516,387610,932.39
7517,387665,932.37
7518,387717,932.40
7519,387769,932.38
7520,387819,932.38
7521,387870,932.38
7522,387921,932.38
7523,387973,932.39
7524,388024,932.39
7525,388076,932.33
7526,388125,932.37
7527,388175,932.37
7528,388227,932.33
7529,388282,932.37
7530,388331,932.34
7531,388381,932.37
7532,388433,932.36
7533,388485,932.37
7534,388535,932.35
7535,388586,932.35
7536,388638,932.39
7537,388689,932.39
7538,388741,932.34
7539,388793,932.35
7540,388844,932.34
7541,388895,932.40
7542,388946,932.37
7543,388999,932.39
7544,389051,932.38
7545,389105,932.37
7546,389156,932.43
7547,389209,932.35
7548,389260,932.43
7549,389312,932.37
7550,389363,932.39
7551,389415,932.37
7552,389467,932.40
7553,389519,932.34
7554,389570,932.44
7555,389622,932.38
7556,389677,932.40
7557,389729,932.38
7558,389780,932.38
7559,389832,932.38
7560,389883,932.35
7561,389936,932.39
7562,389987,932.39
7563,390038,932.34
7564,390090,932.38
7565,390141,932.40
7566,390194,932.40
7567,390245,932.39
7568,390297,932.33
